ID,HospitalName,Address,City,County,State,Zipcode,RatingBelow6,Rating7-8,Rating9-10,Latitude,Longitude
777,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,SARASOTA,FL,34239,0.06,0.2,0.74,27.310924,-82.5213
778,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DR,JACKSONVILLE,DUVAL,FL,32207,0.08,0.24,0.68,30.294389,-81.6374
779,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,SAINT JOHNS,FL,32086,0.11,0.18,0.71,29.811123,-81.30987
780,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,BREVARD,FL,32955,0.19,0.33,0.48,28.308581,-80.72558
781,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,ESCAMBIA,FL,32501,0.08,0.2,0.72,30.420997,-87.22305
782,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,POLK,FL,33853,0.1,0.26,0.64,27.894622,-81.52824
783,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,COLUMBIA,FL,32055,0.21,0.32,0.47,30.216073,-82.6396
784,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,INDIAN RIVER,FL,32960,0.08,0.26,0.66,27.636828,-80.40294
785,DOCTOR'S MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,PERRY,TAYLOR,FL,32348,0.13,0.22,0.65,29.966454,-83.659371
786,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,LEE,FL,33936,0.29,0.3,0.41,26.588982,-81.61163
787,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N LAKE BLVD,SEBRING,HIGHLANDS,FL,33871,0.09,0.26,0.65,27.485803,-81.407884
788,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,OSCEOLA,FL,34741,0.13,0.27,0.6,28.301788,-81.42159
789,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,ALACHUA,FL,32610,0.05,0.24,0.71,29.681312,-82.353862
790,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,DUVAL,FL,32250,0.06,0.22,0.72,30.284641,-81.39844
791,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FLAGLER,FL,32164,0.1,0.25,0.65,29.499591,-81.22328
792,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,POLK,FL,33831,0.17,0.29,0.54,27.955426,-81.951673
793,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,OKALOOSA,FL,32539,0.09,0.22,0.69,30.757479,-86.51088
794,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,SANTA ROSA,FL,32570,0.17,0.28,0.55,30.70969,-87.01098
795,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,MIAMI-DADE,FL,33033,0.05,0.16,0.79,25.487988,-80.42692
796,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE SOUTH,SAINT PETERSBURG,PINELLAS,FL,33707,0.13,0.26,0.61,27.756505,-82.71764
797,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,PINELLAS,FL,33756,0.07,0.18,0.75,27.944631,-82.78702
798,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,HILLSBOROUGH,FL,33606,0.08,0.2,0.72,27.936799,-82.46911
799,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,PALM BEACH,FL,33430,0.08,0.24,0.68,26.685125,-80.66279
801,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,HILLSBOROUGH,FL,33563,0.07,0.21,0.72,28.016971,-82.128584
802,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,LEON,FL,32308,0.08,0.25,0.67,30.531677,-84.16049
803,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,POLK,FL,33837,0.17,0.32,0.51,28.223014,-81.63131
804,TRI COUNTY HOSPITAL - WILLISTON,125 SW 7TH ST,WILLISTON,LEVY,FL,32696,,,,29.369207,-82.49831
805,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,NASSAU,FL,32034,0.06,0.16,0.78,30.641487,-81.46092
806,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,JACKSON,FL,32446,0.07,0.23,0.7,30.804698,-85.2206
807,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,MONROE,FL,33040,0.16,0.31,0.53,24.567593,-81.7566
808,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,DUVAL,FL,32224,0.04,0.11,0.85,30.284511,-81.47043
810,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,COLUMBIA,FL,32055,0.06,0.19,0.75,30.216073,-82.6396
811,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,POLK,FL,33805,0.09,0.25,0.66,28.071564,-81.95802
812,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,SEMINOLE,FL,32771,0.12,0.26,0.62,28.803979,-81.28761
813,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,SARASOTA,FL,34233,0.07,0.2,0.73,27.285142,-82.47363
815,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,PALM BEACH,FL,33486,0.08,0.22,0.7,26.344955,-80.11226
816,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,HILLSBOROUGH,FL,33613,0.16,0.27,0.57,28.077994,-82.44989
817,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,DE SOTO,FL,34265,0.1,0.23,0.67,27.186146,-81.809939
819,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,BREVARD,FL,32932,0.07,0.21,0.72,28.306726,-80.686159
820,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,DUVAL,FL,32216,0.11,0.23,0.66,30.28374,-81.58359
821,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,PINELLAS,FL,33710,0.1,0.22,0.68,27.788637,-82.72244
824,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,MIAMI-DADE,FL,33016,0.15,0.29,0.56,25.887983,-80.33284
827,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,BROWARD,FL,33308,0.09,0.2,0.71,26.191111,-80.10846
828,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,ALACHUA,FL,32605,0.09,0.24,0.67,29.676006,-82.36889
829,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,TAMPA,HILLSBOROUGH,FL,33609,0.09,0.24,0.67,27.943549,-82.50656
830,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,MIAMI-DADE,FL,33175,0.15,0.21,0.64,25.733204,-80.41197
831,PASCO REGIONAL MEDICAL CENTER,13100 FT KING ROAD,DADE CITY,PASCO,FL,33525,0.18,0.28,0.54,28.346914,-82.20293
832,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,MARION,FL,34478,0.1,0.22,0.68,29.187178,-82.112278
833,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,MANATEE,FL,34209,0.12,0.26,0.62,27.488866,-82.62737
834,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,INDIAN RIVER,FL,32978,0.14,0.23,0.63,27.709049,-80.572557
835,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,LEE,FL,33912,0.13,0.23,0.64,26.501582,-81.82841
836,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,OKALOOSA,FL,32547,0.11,0.28,0.61,30.447248,-86.62113
838,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,CLAY,FL,32073,0.11,0.31,0.58,30.160965,-81.72916
841,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,ESCAMBIA,FL,32514,0.07,0.22,0.71,30.527195,-87.21485
842,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,PUTNAM,FL,32177,0.12,0.26,0.62,29.666218,-81.67401
843,WEST PALM HOSPITAL,2201 45TH ST,WEST PALM BEACH,PALM BEACH,FL,33407,0.12,0.25,0.63,26.750991,-80.07296
844,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,CHARLOTTE,FL,33952,0.11,0.27,0.62,26.993876,-82.09821
845,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBURG,PINELLAS,FL,33709,0.13,0.25,0.62,27.815953,-82.72865
846,EDWARD WHITE HOSPITAL,2323 9TH AVE N,SAINT PETERSBURG,PINELLAS,FL,33713,0.11,0.23,0.66,27.787904,-82.68039
847,ANNE BATES LEACH EYE HOSPITAL,900 NW 17TH ST,MIAMI,MIAMI-DADE,FL,33136,0.1,0.15,0.75,25.786326,-80.2029
848,GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,BAY,FL,32405,0.1,0.25,0.65,30.195424,-85.66458
849,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,HILLSBOROUGH,FL,33511,0.11,0.29,0.6,27.911201,-82.2948
850,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,LEE,FL,33990,0.12,0.25,0.63,26.63075,-81.95251
851,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,SAINT LUCIE,FL,34950,0.14,0.26,0.6,27.448016,-80.33644
852,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,PINELLAS,FL,33770,0.11,0.26,0.63,27.916149,-82.80122
853,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,CITRUS,FL,34428,0.19,0.24,0.57,28.95138,-82.61213
854,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,OKEECHOBEE,FL,34972,0.07,0.26,0.67,27.39171,-80.87555
855,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,PALM BEACH,FL,33458,0.08,0.2,0.72,26.928035,-80.11803
856,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,LEON,FL,32308,0.09,0.25,0.66,30.531677,-84.16049
857,TOWN & COUNTRY HOSPITAL,6001 WEBB RD,TAMPA,HILLSBOROUGH,FL,33615,0.16,0.22,0.62,28.005446,-82.57776
858,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,PASCO,FL,34667,0.13,0.24,0.63,28.372441,-82.66603
859,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,PALM BEACH,FL,33484,0.14,0.32,0.54,26.458152,-80.1356
860,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,HILLSBOROUGH,FL,33573,0.12,0.3,0.58,27.713353,-82.35965
861,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCIE,SAINT LUCIE,FL,34952,0.08,0.25,0.67,27.291694,-80.29691
862,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,HERNANDO,FL,34613,0.09,0.25,0.66,28.555346,-82.53601
863,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,PINELLAS,FL,34695,0.08,0.21,0.71,28.005639,-82.69511
864,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,SANTA ROSA,FL,32561,0.05,0.15,0.8,30.375469,-87.09013
865,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,SARASOTA,FL,34223,0.07,0.26,0.67,26.974858,-82.3665
866,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,PALM BEACH,FL,33428,0.14,0.25,0.61,26.348354,-80.21841
867,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,PALM BEACH,FL,33470,0.13,0.26,0.61,26.751094,-80.30156
870,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,MIAMI-DADE,FL,33137,0.27,0.31,0.42,25.817325,-80.19046
871,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,BROWARD,FL,33028,0.08,0.18,0.74,26.018418,-80.34798
872,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,MIAMI-DADE,FL,33155,0.13,0.22,0.65,25.739011,-80.30685
874,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,COLLIER,FL,34119,0.12,0.22,0.66,26.256551,-81.7186
875,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,PALM BEACH,FL,33401,0.11,0.27,0.62,26.711192,-80.06043
876,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,PALM BEACH,FL,33407,0.11,0.25,0.64,26.750991,-80.07296
879,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,MELBOURNE,BREVARD,FL,32935,0.24,0.28,0.48,28.13926,-80.65077
880,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,WALTON,FL,32550,0.04,0.12,0.84,30.381934,-86.359508
882,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BOULEVARD,BRADENTON,MANATEE,FL,34202,0.12,0.19,0.69,27.434755,-82.40211
883,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,OSCEOLA,FL,34769,0.23,0.28,0.49,28.24934,-81.28749
884,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,DUVAL,FL,32216,0.07,0.23,0.7,30.28374,-81.58359
885,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,PORT SAINT JOE,GULF,FL,32456,0.04,0.13,0.83,29.846517,-85.32792
886,WEST KENDALL BAPTIST HOSPITAL,9555 SW 162 AVE,MIAMI,MIAMI-DADE,FL,33196,0.06,0.09,0.85,25.650232,-80.45925
887,VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,BREVARD,FL,32940,0.04,0.15,0.81,28.21981,-80.69402
890,FLORIDA HOSPITAL WAUCHULA,533 W CARLTON ST,WAUCHULA,HARDEE,FL,33873,0.09,0.2,0.71,27.541676,-81.8127
891,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,SUWANNEE,FL,32060,,,,30.285127,-83.04106
892,CAMPBELLTON GRACEVILLE HOSPITAL,5429 COLLEGE DRIVE,GRACEVILLE,JACKSON,FL,32440,,,,30.935306,-85.52171
893,LAKE BUTLER HOSPITAL HAND SURGERY CENTER,850 E MAIN ST,LAKE BUTLER,UNION,FL,32054,,,,30.005135,-82.38103
894,CALHOUN-LIBERTY HOSPITAL INC,20370 NE BURNS AVE,BLOUNTSTOWN,CALHOUN,FL,32424,,,,30.42007,-85.07299
895,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,APALACHICOLA,FRANKLIN,FL,32320,,,,29.71877,-85.02704
896,DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DR,BONIFAY,HOLMES,FL,32425,,,,30.838337,-85.67495
897,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,WASHINGTON,FL,32428,,,,30.636228,-85.5775
898,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,HENDRY,FL,33440,0.06,0.32,0.62,26.714088,-80.9973
899,SHANDS STARKE REGIONAL MEDICAL CENTER,922 E CALL ST,STARKE,BRADFORD,FL,32091,,,,29.937512,-82.11706
900,MADISON COUNTY MEMORIAL HOSPITAL,309 NE MARION ST,MADISON,MADISON,FL,32340,,,,30.476181,-83.40303
901,FISHERMEN'S HOSPITAL,3301 OVERSEAS HWY,MARATHON,MONROE,FL,33050,0.06,0.23,0.71,24.731758,-81.0278
902,MARINERS HOSPITAL,91500 OVERSEAS HIGHWAY,TAVERNIER,MONROE,FL,33070,0.01,0.13,0.86,25.006349,-80.53139
903,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,WHITFIELD,GA,30720,0.11,0.25,0.64,34.766095,-84.9865
904,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,UPSON,GA,30286,0.05,0.17,0.78,32.895794,-84.33084
906,HUTCHESON MEDICAL CENTER,100 GROSS CRESCENT,FORT OGLETHORPE,CATOOSA,GA,30742,0.1,0.25,0.65,34.948979,-85.25212
907,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,FORSYTH,GA,30041,0.06,0.17,0.77,34.201503,-84.09764
908,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,CLARKE,GA,30606,0.04,0.16,0.8,33.945619,-83.41732
909,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,DOUGHERTY,GA,31703,0.09,0.24,0.67,31.543065,-84.219594
910,NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL ROAD,CANTON,CHEROKEE,GA,30114,0.13,0.26,0.61,34.228478,-84.50402
912,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,CARROLL,GA,30117,0.05,0.15,0.8,33.588486,-85.1062
913,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,CARROLL,GA,30180,0.06,0.12,0.82,33.718079,-84.92356
914,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,TROUP,GA,30240,0.09,0.22,0.69,33.029838,-85.0745
915,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,NEWTON,GA,30014,0.07,0.23,0.7,33.581406,-83.851
916,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GORDON,GA,30701,0.06,0.17,0.77,34.4966,-84.93798
917,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,CHATHAM,GA,31412,0.09,0.21,0.7,31.971394,-81.07156
918,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GLYNN,GA,31520,0.1,0.22,0.68,31.166786,-81.49213
919,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,ELBERT,GA,30635,0.11,0.23,0.66,34.119972,-82.825
921,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,RICHMOND,GA,30901,0.07,0.17,0.76,33.461121,-81.97265
923,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,BARTOW,GA,30120,0.12,0.27,0.61,34.167327,-84.82764
924,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,SPALDING,GA,30223,0.08,0.25,0.67,33.268185,-84.27306
925,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,STEPHENS,GA,30577,0.05,0.26,0.69,34.561584,-83.31718
926,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,RICHMOND,GA,30912,0.11,0.22,0.67,33.386041,-82.090996
927,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,COBB,GA,30060,0.08,0.22,0.7,33.932052,-84.54746
929,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,THOMAS,GA,31792,0.06,0.21,0.73,30.817654,-83.98919
930,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,RICHMOND,GA,30904,0.06,0.19,0.75,33.474136,-82.01018
931,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,JACKSON,GA,30529,0.15,0.22,0.63,34.210423,-83.46842
932,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,HABERSHAM,GA,30535,0.09,0.22,0.69,34.573072,-83.55992
933,WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,DALLAS,PAULDING,GA,30132,0.08,0.21,0.71,33.945735,-84.84463
934,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,CHATHAM,GA,31419,0.09,0.21,0.7,31.986249,-81.20259
935,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,SUMTER,GA,31719,0.08,0.2,0.72,32.085491,-84.252665
936,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,BARROW,GA,30680,0.26,0.26,0.48,33.992538,-83.71061
937,CLEARVIEW  REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,WALTON,GA,30655,0.19,0.28,0.53,33.786041,-83.69901
939,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,UNION,GA,30512,0.04,0.17,0.79,34.875556,-84.00419
940,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,FLOYD,GA,30162,0.06,0.21,0.73,34.290508,-85.213817
942,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,HOUSTON,GA,31093,0.08,0.23,0.69,32.638316,-83.64332
943,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,APPLING,GA,31513,0.16,0.24,0.6,31.768849,-82.35198
945,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,CLARKE,GA,30606,0.06,0.18,0.76,33.945619,-83.41732
946,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,BULLOCH,GA,30458,0.13,0.29,0.58,32.423083,-81.80677
947,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,DEKALB,GA,30033,0.1,0.26,0.64,33.811354,-84.28335
948,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,FULTON,GA,30308,0.07,0.2,0.73,33.771755,-84.38065
951,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,FULTON,GA,30309,0.08,0.18,0.74,33.794055,-84.38525
952,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,WASHINGTON,GA,31082,0.09,0.22,0.69,32.984529,-82.8375
953,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GWINNETT,GA,30045,0.09,0.18,0.73,33.949054,-83.98565
954,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,COFFEE,GA,31533,0.07,0.22,0.71,31.522042,-82.84153
956,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,DODGE,GA,31023,0.1,0.24,0.66,32.193953,-83.1848
957,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,TIFT,GA,31793,0.1,0.2,0.7,31.485438,-83.503621
958,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,JEFFERSON,GA,30434,0.03,0.23,0.74,33.008983,-82.378
959,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,ADEL,COOK,GA,31620,0.07,0.18,0.75,31.133004,-83.42736
960,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,CRISP,GA,31015,0.15,0.28,0.57,31.950899,-83.77808
961,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,COLQUITT,GA,31768,0.14,0.28,0.58,31.165358,-83.77172
962,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,BIBB,GA,31201,0.07,0.21,0.72,32.830839,-83.63529
963,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,EMANUEL,GA,30401,0.03,0.25,0.72,32.605196,-82.3391
965,BERRIEN COUNTY HOSPITAL,1221 EAST MCPHERSON STREET,NASHVILLE,BERRIEN,GA,31639,0.05,0.33,0.62,31.199,-83.2188
966,BURKE MEDICAL CENTER,351 LIBERTY STREET,WAYNESBORO,BURKE,GA,30830,0.13,0.32,0.55,33.080965,-81.9944
967,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,FULTON,GA,30312,0.09,0.26,0.65,33.745739,-84.3764
970,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,WAYNE,GA,31545,0.09,0.21,0.7,31.636895,-81.90843
971,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,LAURENS,GA,31021,0.09,0.26,0.65,32.526359,-82.93375
972,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,TOOMBS,GA,30474,0.04,0.18,0.78,32.220155,-82.41493
974,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,IRWIN,GA,31774,0.08,0.17,0.75,31.586426,-83.27583
976,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,PULASKI,GA,31036,0.05,0.26,0.69,32.270314,-83.48517
977,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,CLAXTON,EVANS,GA,30417,0.11,0.25,0.64,32.162077,-81.90984
978,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,COBB,GA,30106,0.11,0.24,0.65,33.828061,-84.62593
979,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,CAMDEN,GA,31558,0.08,0.26,0.66,30.761081,-81.56912
980,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,BALDWIN,GA,31061,0.12,0.31,0.57,33.083579,-83.23397
981,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,HOUSTON,GA,31069,0.06,0.23,0.71,32.460791,-83.73541
983,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,BIBB,GA,31217,0.09,0.22,0.69,32.839005,-83.56749
985,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,FLOYD,GA,30165,0.05,0.17,0.78,34.281423,-85.23825
986,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,RICHMOND,GA,30909,0.11,0.2,0.69,33.475936,-82.0697
987,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,SMYRNA,COBB,GA,30080,0.13,0.24,0.63,33.87578,-84.50382
